record_id,track,track_name,record_type,regulatory_class,device_type,category,material_family,material_form,brand,aliases,product_name,registrant,company_short,certificate_no,origin,approval_date,approval_year,valid_until,validity_status,market_scope,application_segment,primary_indication,approved_indications,indication_description,scope_full,specification,components,lidocaine_status,product_tags,market_claim,boundary_reason,source_account,source_title,source_url,evidence_text,confidence,official_verification_status,needs_nmpa_check,official_source,official_status,official_product_name,official_registrant,official_approval_date,official_valid_until,official_indication,official_scope,data_status,source_dataset,main_landscape_included,main_landscape_scope,main_landscape_exclusion_reason,analysis_role,strategic_segment,strategic_segment_name,manufacturer_group_key,manufacturer_group,portfolio_segments,portfolio_note
COLLAGEN-国械注准20263131133,collagen,胶原蛋白,三类医疗器械,三类医疗器械,三类医疗器械,胶原蛋白,动物源胶原,动物源填充植入剂,无锡贝迪胶原蛋白植入剂,,胶原蛋白植入剂,无锡贝迪生物工程股份有限公司,无锡贝迪生物工程股份有限公司,国械注准20263131133,国产,2026-06-02,2026,,未标注有效期,三类合规准入,,额部动力纹,,用于眉间纹、额头纹、鱼尾纹等额部动力性皱纹修饰。,公开报道称该产品用于面部真皮组织填充以纠正额部中重度动力性皱纹；官方注册证库暂未查到，待后续 NMPA 同步复核。,0.5 mL/支、0.8 mL/支、1.0 mL/支；胶原蛋白浓度35 mg/mL。,公开报道称该产品用于面部真皮组织填充以纠正额部中重度动力性皱纹；官方注册证库暂未查到，待后续 NMPA 同步复核。,未见利多卡因,未见利多卡因,,,医美慢谈,新品| 又一款胶原蛋白植入剂获批上市！,https://mp.weixin.qq.com/s/oUH_pnM7uct0l9MUFznqLg,,,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,胶原蛋白植入剂,无锡贝迪生物工程股份有限公司,2026-06-01,2031-05-31,鱼尾纹,该产品适用于面部真皮组织填充以纠正额部中重度动力性皱纹（包括眉间纹、额头纹和鱼尾纹）。,已结构化,collagen_dashboard_data.json,是,主全赛道行业格局,官方证书库暂未同步/待官方核验，不纳入主全赛道行业格局，仅作底层资料和细分赛道研究呈现。,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,collagen,胶原蛋白,无锡贝迪生物工程股份有限公司,无锡贝迪生物工程股份有限公司,胶原蛋白,
COLLAGEN-国械注准20203140040,collagen,胶原蛋白,三类医疗器械,三类医疗器械,三类医疗器械,胶原蛋白,动物源胶原,胶原修复贴/膜,崇山胶原贴敷料,,胶原贴敷料,浙江崇山生物制品有限公司,崇山生物,国械注准20203140040,国产,2024-07-15,2024,2030-01-14,有效,三类合规准入,,激光术后创面,,用于皮肤激光术后创面修复辅助治疗。,用于皮肤激光术后创面修复辅助治疗，创面深度不超过真皮层，单个光斑扫描不超过2cm×2cm。,椭圆形10cm×6cm,用于皮肤激光术后创面修复辅助治疗，创面深度不超过真皮层，单个光斑扫描不超过2cm×2cm。,,,,,公众号汇总/NMPA校准,胶原蛋白汇总文章交叉校准,https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw,,,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,胶原贴敷料,浙江崇山生物制品有限公司,2024-07-15,2030-01-14,,用于皮肤激光术后创面修复辅助治疗，创面深度不超过真皮层，单个光斑扫描不超过2cm×2cm,已结构化,collagen_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,collagen,胶原蛋白,崇山生物,崇山生物,胶原蛋白,
COLLAGEN-国械注许20193130003,collagen,胶原蛋白,三类医疗器械,三类医疗器械,三类医疗器械,胶原蛋白,动物源胶原,动物源填充植入剂,肤力原 / FACIALGAIN,,含利多卡因胶原蛋白植入剂 Sunmax FACIALGAIN,双美生物科技股份有限公司,双美生物,国械注许20193130003,港澳台,2023-04-13,2023,2029-04-15,有效,三类合规准入,,鼻唇沟,,用于面部鼻唇沟部位填充或纠正中、重度鼻唇沟皱纹。,本产品用于面部真皮组织中层至深层注射以纠正鼻唇沟重力性皱纹。,P03011 0.5mL/支；P03021 1.0mL/支,本产品用于面部真皮组织中层至深层注射以纠正鼻唇沟重力性皱纹。,含利多卡因,含利多卡因,,,UDI/NMPA UDI,UDI 胶原蛋白赛道召回样本,,,,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含利多卡因胶原蛋白植入剂Sunmax FACIALGAIN Collagen Implant with Lidocaine,双美生物科技股份有限公司,2023-04-13,2029-04-15,鼻唇沟,本产品用于面部真皮组织中层至深层注射以纠正鼻唇沟重力性皱纹。,已结构化,collagen_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,collagen,胶原蛋白,双美生物,双美生物,胶原蛋白,
BOTULINUM-国药准字S10970037,botulinum,肉毒毒素,药品,药品,药品 / 毒性药品 / 注射针剂,肉毒毒素,A型肉毒毒素,传统天然A型,衡力,Lanzhou BTX-A,注射用A型肉毒毒素,兰州生物技术开发有限公司,兰州生物,国药准字S10970037,国产,2012,2012,,,已获批产品,,眉间纹,眉间纹 / 腋窝多汗,暂时性改善成人中度至重度眉间纹，通常对应皱眉肌和/或降眉间肌活动。,医美核心使用围绕动态皱纹；2024年新增原发性腋窝多汗症适应症。,50U/瓶、100U/瓶,,,国产 / 传统天然A型 / 动物源明胶 / 较广弥散 / 大肌群 / 多汗适应症扩展 / 毒性药品,价格优势明显，公众号汇总文章将其推荐使用场景概括为大肌群，如肩、腿等身体注射场景。,,公开资料/NMPA公告口径,7证11品肉毒素汇总；衡力新增腋窝多汗症适应症,https://scjdglj.ordos.gov.cn/zwgk_140666/fdzdgknr/tjsj_161747/202509/t20250903_3831909.html,,high,已官方核验/国家政务服务平台NMPA药品查询,否,国家政务服务平台 NMPA 国产药品查询,verified,注射用A型肉毒毒素,兰州生物技术开发有限公司,2025-01-10,,,,已结构化,botulinum_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,botulinum,肉毒素,兰州生物,兰州生物,肉毒素,
BOTULINUM-国药准字SJ20171003SJ20171004SJ20171005,botulinum,肉毒毒素,药品,药品,药品 / 毒性药品 / 注射针剂,肉毒毒素,A型肉毒毒素,传统天然A型,保妥适 Botox,BOTOX,注射用A型肉毒毒素,Allergan Pharmaceuticals Ireland,艾尔建 / AbbVie,国药准字SJ20171003 / SJ20171004 / SJ20171005,进口,2009,2009,,,已获批产品,,眉间纹,眉间纹 / 鱼尾纹 / 咬肌突出 / 额纹,暂时性改善成人中度至重度眉间纹，通常对应皱眉肌和/或降眉间肌活动。,中国医美相关适应症已覆盖皱眉纹/眉间纹、眼角侧皱纹（鱼尾纹）、咬肌突出（肥大）和额纹；前台按适应症事件拆分展示。,多规格，公开批准文号对应多个规格,,,进口 / 高端品牌 / 传统天然A型 / 人血白蛋白 / 精准弥散 / 精细皱纹 / 多规格 / 4个医美适应症,品牌溢价高，公众号和企业新闻均强调其适应症矩阵更完整，适合单独观察合规覆盖优势。,,公开资料/NMPA公告口径,截至2025年7月我国批准6种A型肉毒毒素,https://scjdglj.ordos.gov.cn/zwgk_140666/fdzdgknr/tjsj_161747/202509/t20250903_3831909.html,,high,已官方核验/国家政务服务平台NMPA药品查询,否,国家政务服务平台 NMPA 国产药品查询,verified,,,,,,,已结构化,botulinum_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,botulinum,肉毒素,abbvie_allergan,艾尔建 / AbbVie,玻尿酸 / 肉毒素,
BOTULINUM-国药准字S20200016,botulinum,肉毒毒素,药品,药品,药品 / 毒性药品 / 注射针剂,肉毒毒素,A型肉毒毒素,传统天然A型,吉适 Dysport,Dysport,注射用A型肉毒毒素,Ipsen Biopharm Limited,Ipsen / 高德美,国药准字S20200016,进口,2020-06-17,2020,,,已获批产品,,眉间纹,,暂时性改善成人中度至重度眉间纹，通常对应皱眉肌和/或降眉间肌活动。,公开资料显示其在中国获批医美核心适应症为眉间纹。,300U/瓶,,,进口 / 中高端 / 传统天然A型 / 人血白蛋白 / 宽弥散 / 起效快,欧洲原料，公开文章强调起效快、维持较长，可与高德美注射美学组合一起观察。,,公开资料/NMPA公告口径,截至2025年7月我国批准6种A型肉毒毒素,https://scjdglj.ordos.gov.cn/zwgk_140666/fdzdgknr/tjsj_161747/202509/t20250903_3831909.html,,high,已官方核验/国家政务服务平台NMPA药品查询,否,国家政务服务平台 NMPA 国产药品查询,verified,静注人免疫球蛋白(pH4),新疆德源生物工程有限公司,2025-06-18,,,,已结构化,botulinum_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,botulinum,肉毒素,galderma,高德美 / Galderma,玻尿酸 / 再生类 / 肉毒素,
BOTULINUM-国药准字SJ20200024SJ20210004,botulinum,肉毒毒素,药品,药品,药品 / 毒性药品 / 注射针剂,肉毒毒素,A型肉毒毒素,传统天然A型,乐提葆 Letybo,Letybo / 白毒,注射用A型肉毒毒素,"Hugel, Inc.",Hugel / 四环医药,国药准字SJ20200024 / SJ20210004,进口,2020-10,2020,,,已获批产品,,眉间纹,,暂时性改善成人中度至重度眉间纹，通常对应皱眉肌和/或降眉间肌活动。,公开资料显示其在中国获批医美核心适应症为眉间纹。,100U/瓶,,,进口 / 韩系 / 传统天然A型 / 人血白蛋白 / 精准弥散 / 年轻用户,韩系合规产品中较早进入中国市场，公众号汇总文章强调杂质少、高纯度和年轻用户认知。,,公开资料/NMPA公告口径,截至2025年7月我国批准6种A型肉毒毒素,https://scjdglj.ordos.gov.cn/zwgk_140666/fdzdgknr/tjsj_161747/202509/t20250903_3831909.html,,high,已官方核验/国家政务服务平台NMPA药品查询,否,国家政务服务平台 NMPA 国产药品查询,verified,,,,,,,已结构化,botulinum_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,botulinum,肉毒素,sihuan,四环医药 / 渼颜空间,再生类 / 肉毒素 / 玻尿酸,含渼颜空间产品矩阵和代理/商业化归属；组合赛道用于战略视角，不等同于单证逐条获批数。
BOTULINUM-国药准字SJ20240010SJ20240011,botulinum,肉毒毒素,药品,药品,药品 / 毒性药品 / 注射针剂,肉毒毒素,A型肉毒毒素,纯化天然A型,西马 Xeomin,Xeomin / 思奥美,注射用A型肉毒毒素,Merz Pharmaceuticals GmbH,Merz,国药准字SJ20240010 / SJ20240011,进口,2024-02-23,2024,,,已获批产品,,眉间纹,,暂时性改善成人中度至重度眉间纹，通常对应皱眉肌和/或降眉间肌活动。,公开资料显示其于2024年2月获批，主打不含复合蛋白的纯化特征。,50U/瓶、100U/瓶,,,进口 / 纯化 / 无复合蛋白 / 无动物源 / 室温稳定 / 多规格,以纯化和低免疫原性心智切入，公开文章强调无复合蛋白、无赋形剂和室温稳定。,,公开资料/NMPA公告口径,Xeomin正式获批；截至2025年7月官方6种清单,https://scjdglj.ordos.gov.cn/zwgk_140666/fdzdgknr/tjsj_161747/202509/t20250903_3831909.html,,high,已官方核验/国家政务服务平台NMPA药品查询,否,国家政务服务平台 NMPA 国产药品查询,verified,,,,,,,已结构化,botulinum_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,botulinum,肉毒素,merz,麦施美学 / Merz,玻尿酸 / 再生类 / 肉毒素,
BOTULINUM-国药准字SJ20240041,botulinum,肉毒毒素,药品,药品,药品 / 毒性药品 / 注射针剂,肉毒毒素,A型肉毒毒素,长效肽类A型,达希斐 Daxxify,DAXXIFY / RT002,注射用A型肉毒毒素,"Revance Therapeutics, Inc.",复星医药 / 复锐医疗,国药准字SJ20240041,进口,2024-09-09,2024,,,已获批产品,,眉间纹,,暂时性改善成人中度至重度眉间纹，通常对应皱眉肌和/或降眉间肌活动。,用于暂时性改善成人因皱眉肌或降眉间肌活动引起的中度至重度眉间纹。,100U/瓶,,,进口 / 长效 / 肽类稳定技术 / 不含人血白蛋白 / 效果持久,国内首款获批长效A型肉毒毒素，卖点集中在维持时间和差异化高端定位。,,公开资料/NMPA公告口径,Fosun Pharma announces NMPA approval for Daxxify,https://en.fosun.com/content/details46_5062.html,,high,已官方核验/国家政务服务平台NMPA药品查询,否,国家政务服务平台 NMPA 国产药品查询,verified,,,,,,,已结构化,botulinum_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,botulinum,肉毒素,复星医药 / 复锐医疗,复星医药 / 复锐医疗,肉毒素,
BOTULINUM-国药准字SJ20260001,botulinum,肉毒毒素,药品,药品,药品 / 毒性药品 / 注射针剂,肉毒毒素,A型肉毒毒素,传统天然A型,HUTOX 橙毒,Hutox,注射用A型肉毒毒素,"Huons BioPharma Co., Ltd.",Huons / 爱美客,国药准字SJ20260001,进口,2026-01-05,2026,2031-01-04,,已获批产品,,眉间纹,,暂时性改善成人中度至重度眉间纹，通常对应皱眉肌和/或降眉间肌活动。,获批规格为100U/瓶，注册分类为治疗用生物制品，处方药。,100U/瓶,,,进口 / 韩系 / 爱美客独家经销 / 100U / 高纯度,爱美客补齐肉毒素品类；公众号汇总文章强调韩国市场临床数据、安全稳定和高纯化。,,公开资料/NMPA公告口径,爱美客独家经销韩国Huons BP肉毒毒素产品获中国药监局批准上市,https://finance.sina.com.cn/roll/2026-01-08/doc-inhfreqm6514541.shtml,,high,已官方核验/国家政务服务平台NMPA药品查询,否,国家政务服务平台 NMPA 国产药品查询,verified,,,,,,,已结构化,botulinum_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,botulinum,肉毒素,imeik,爱美客,玻尿酸 / 再生类 / 肉毒素,
BOTULINUM-国药准字S20260019,botulinum,肉毒毒素,药品,药品,药品 / 毒性药品 / 注射针剂,肉毒毒素,A型肉毒毒素,重组A型,芮妥欣 Retoxin,Retoxin / YY001,注射用重组A型肉毒毒素,重庆誉颜制药有限公司,誉颜制药 / 华东医药,国药准字S20260019,国产,2026-03-25,2026,,,已获批产品,,眉间纹,,暂时性改善成人中度至重度眉间纹，通常对应皱眉肌和/或降眉间肌活动。,用于暂时性改善65岁及65岁以下成人因皱眉肌和/或降眉间肌活动引起的中度至重度眉间纹。,100单位/支,,,国产 / 重组 / 全球首款重组A型 / 华东医药独家商业化 / 低免疫原性,以重组技术路线切入，可能改变传统天然提取肉毒素的生产与免疫原性叙事。,,公开资料/NMPA公告口径,两江造全球首款重组A型肉毒毒素新药获批上市,https://www.ljxq.gov.cn/zwxx/ljyw/202604/t20260401_15584664.html,,high,已官方核验/国家政务服务平台NMPA药品查询,否,国家政务服务平台 NMPA 国产药品查询,verified,注射用重组A型肉毒毒素,重庆誉颜制药有限公司,2026-03-25,,,,已结构化,botulinum_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,botulinum,肉毒素,sinclair,Sinclair / 华东医药,再生类 / 肉毒素,
RAW-RF-国械注准20243092006,raw_rf,射频设备,raw_lead,三类医疗器械,energy_device,射频设备,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 面部轻度皱纹,,,,射频皮肤治疗仪,深圳市宗匠科技有限公司,深圳市宗匠科技有限公司,国械注准20243092006,国产,2024-10-11,2024,2029-10-10,,原始保留,energy_device,面部轻度皱纹,面部轻度皱纹,本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,ABFM03,本产品由主机、底座和USB连接线组成。,,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 面部轻度皱纹,,,NMPA 官方查询,射频皮肤治疗仪 国械注准20243092006 NMPA 医疗器械注册证,https://www.nmpa.gov.cn/,射频皮肤治疗仪 国械注准20243092006 NMPA 医疗器械注册证 国家药监局医疗器械注册证查询：注册证号：国械注准20243092006；产品名称：射频皮肤治疗仪；注册人：深圳市宗匠科技有限公司；适用范围：本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,official,已官方核验/国家药监局NMPA器械查询,否,国家药监局 NMPA 医疗器械注册证查询,verified,射频皮肤治疗仪,深圳市宗匠科技有限公司,2024-10-11,2029-10-10,面部轻度皱纹,本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,原始保留,ebd_product_query_20260510.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ebd,EBD 设备类,深圳市宗匠科技有限公司,深圳市宗匠科技有限公司,EBD 设备类,
RAW-RF-国械注准20243092479,raw_rf,射频设备,raw_lead,三类医疗器械,energy_device,射频设备,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 面部轻度皱纹,,,,射频皮肤治疗仪,杭州时光机智能电子科技有限公司,杭州时光机智能电子科技有限公司,国械注准20243092479,国产,2024-12-13,2024,2029-12-12,,原始保留,energy_device,面部轻度皱纹,面部轻度皱纹,该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,medical03,本产品由主机、充电线和射频仪软件（手机APP软件，发布版本V1）组成。,,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 面部轻度皱纹,,,NMPA 官方查询,射频皮肤治疗仪 国械注准20243092479 NMPA 医疗器械注册证,https://www.nmpa.gov.cn/,射频皮肤治疗仪 国械注准20243092479 NMPA 医疗器械注册证 国家药监局医疗器械注册证查询：注册证号：国械注准20243092479；产品名称：射频皮肤治疗仪；注册人：杭州时光机智能电子科技有限公司；适用范围：该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,official,已官方核验/国家药监局NMPA器械查询,否,国家药监局 NMPA 医疗器械注册证查询,verified,射频皮肤治疗仪,杭州时光机智能电子科技有限公司,2024-12-13,2029-12-12,面部轻度皱纹,该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,原始保留,ebd_product_query_20260510.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ebd,EBD 设备类,杭州时光机智能电子科技有限公司,杭州时光机智能电子科技有限公司,EBD 设备类,
RAW-RF-国械注准20263090660,raw_rf,射频设备,raw_lead,三类医疗器械,energy_device,射频设备,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 中上面部轻中度皱纹,,,,射频皮肤治疗仪,上海维脉医疗科技有限公司,上海维脉医疗科技有限公司,国械注准20263090660,国产,2026-03-27,2026,2031-03-26,,原始保留,energy_device,中上面部轻中度皱纹,中上面部轻中度皱纹,本产品在医疗机构中，由有资质的医务人员经培训合格后使用，利用射频热效应减轻中上面部轻、中度皮肤皱纹，不可用于眼周、鼻部。,本产品在医疗机构中，由有资质的医务人员经培训合格后使用，利用射频热效应减轻中上面部轻、中度皮肤皱纹，不可用于眼周、鼻部。,LOS100,本产品由主机、治疗手柄、电极头、脚踏开关以及电源线组成。,,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 中上面部轻中度皱纹,,,NMPA 官方查询,射频皮肤治疗仪 国械注准20263090660 NMPA 医疗器械注册证,https://www.nmpa.gov.cn/,射频皮肤治疗仪 国械注准20263090660 NMPA 医疗器械注册证 国家药监局医疗器械注册证查询：注册证号：国械注准20263090660；产品名称：射频皮肤治疗仪；注册人：上海维脉医疗科技有限公司；适用范围：本产品在医疗机构中，由有资质的医务人员经培训合格后使用，利用射频热效应减轻中上面部轻、中度皮肤皱纹，不可用于眼周、鼻部。,official,已官方核验/国家药监局NMPA器械查询,否,国家药监局 NMPA 医疗器械注册证查询,verified,射频皮肤治疗仪,上海维脉医疗科技有限公司,2026-03-27,2031-03-26,中上面部轻中度皱纹,本产品在医疗机构中，由有资质的医务人员经培训合格后使用，利用射频热效应减轻中上面部轻、中度皮肤皱纹，不可用于眼周、鼻部。,原始保留,ebd_product_query_20260510.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ebd,EBD 设备类,上海维脉医疗科技有限公司,上海维脉医疗科技有限公司,EBD 设备类,
RAW-RF-国械注准20243092482,raw_rf,射频设备,raw_lead,三类医疗器械,energy_device,射频设备,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 面部轻度皱纹,,,,射频皮肤治疗仪,深圳市宗匠科技有限公司,深圳市宗匠科技有限公司,国械注准20243092482,国产,2024-12-13,2024,2029-12-12,,原始保留,energy_device,面部轻度皱纹,面部轻度皱纹,本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,ABFM01,本产品由主机、底座和USB连接线组成。,,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 面部轻度皱纹,,,NMPA 官方查询,射频皮肤治疗仪 国械注准20243092482 NMPA 医疗器械注册证,https://www.nmpa.gov.cn/,射频皮肤治疗仪 国械注准20243092482 NMPA 医疗器械注册证 国家药监局医疗器械注册证查询：注册证号：国械注准20243092482；产品名称：射频皮肤治疗仪；注册人：深圳市宗匠科技有限公司；适用范围：本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,official,已官方核验/国家药监局NMPA器械查询,否,国家药监局 NMPA 医疗器械注册证查询,verified,射频皮肤治疗仪,深圳市宗匠科技有限公司,2024-12-13,2029-12-12,面部轻度皱纹,本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,原始保留,ebd_product_query_20260510.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ebd,EBD 设备类,深圳市宗匠科技有限公司,深圳市宗匠科技有限公司,EBD 设备类,
RAW-RF-国械注准20243092007,raw_rf,射频设备,raw_lead,三类医疗器械,energy_device,射频设备,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 面部轻度皱纹,,,,射频皮肤治疗仪,深圳宇石科技有限公司,深圳宇石科技有限公司,国械注准20243092007,国产,2024-10-11,2024,2029-10-10,,原始保留,energy_device,面部轻度皱纹,面部轻度皱纹,该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,RF0601 Pro+、RF0601 Pro6,该产品由主机、电源适配器组成。,,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 面部轻度皱纹,,,NMPA 官方查询,射频皮肤治疗仪 国械注准20243092007 NMPA 医疗器械注册证,https://www.nmpa.gov.cn/,射频皮肤治疗仪 国械注准20243092007 NMPA 医疗器械注册证 国家药监局医疗器械注册证查询：注册证号：国械注准20243092007；产品名称：射频皮肤治疗仪；注册人：深圳宇石科技有限公司；适用范围：该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,official,已官方核验/国家药监局NMPA器械查询,否,国家药监局 NMPA 医疗器械注册证查询,verified,射频皮肤治疗仪,深圳宇石科技有限公司,2024-10-11,2029-10-10,面部轻度皱纹,该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。,原始保留,ebd_product_query_20260510.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ebd,EBD 设备类,深圳宇石科技有限公司,深圳宇石科技有限公司,EBD 设备类,
RAW-RF-国械注准20263090882,raw_rf,射频设备,raw_lead,三类医疗器械,energy_device,射频设备,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 面部轻中度皱纹,,,,射频皮肤治疗仪,四川兴泰普乐医疗科技有限公司,四川兴泰普乐医疗科技有限公司,国械注准20263090882,国产,2026-04-27,2026,2031-04-26,,原始保留,energy_device,面部轻中度皱纹,面部轻中度皱纹,该产品在医疗机构中，由有资质的医务人员经培训合格后使用，通过射频能量对皮肤组织产生的热效应，用于减轻面部轻、中度皮肤皱纹。,该产品在医疗机构中，由有资质的医务人员经培训合格后使用，通过射频能量对皮肤组织产生的热效应，用于减轻面部轻、中度皮肤皱纹。,XTRFT-100A,射频皮肤治疗仪由主机和附件组成，附件包括电源线（LPC21000）、手柄（LPB21000）、一次性使用治疗头（LPP11001）、脚踏开关（LPY21000）。,,射频设备 / 三类医疗器械 / 国产 / NMPA官方核验 / 面部轻中度皱纹,,,NMPA 官方查询,射频皮肤治疗仪 国械注准20263090882 NMPA 医疗器械注册证,https://www.nmpa.gov.cn/,射频皮肤治疗仪 国械注准20263090882 NMPA 医疗器械注册证 国家药监局医疗器械注册证查询：注册证号：国械注准20263090882；产品名称：射频皮肤治疗仪；注册人：四川兴泰普乐医疗科技有限公司；适用范围：该产品在医疗机构中，由有资质的医务人员经培训合格后使用，通过射频能量对皮肤组织产生的热效应，用于减轻面部轻、中度皮肤皱纹。,official,已官方核验/国家药监局NMPA器械查询,否,国家药监局 NMPA 医疗器械注册证查询,verified,射频皮肤治疗仪,四川兴泰普乐医疗科技有限公司,2026-04-27,2031-04-26,面部轻中度皱纹,该产品在医疗机构中，由有资质的医务人员经培训合格后使用，通过射频能量对皮肤组织产生的热效应，用于减轻面部轻、中度皮肤皱纹。,原始保留,ebd_product_query_20260510.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ebd,EBD 设备类,lepu,乐普医疗,玻尿酸 / 再生类 / EBD 设备类,
